slice,ci_lower_diskomfort,ci_upper_diskomfort,mean_diskomfort,ci_lower_anger_sm,ci_upper_anger_sm,mean_fl_anger_sm,ci_lower_disgust_sm,ci_upper_disgust_sm,mean_fl_disgust_sm,ci_lower_fear_sm,ci_upper_fear_sm,mean_fl_fear_sm,ci_lower_happiness_sm,ci_upper_happiness_sm,mean_fl_happiness_sm,ci_lower_sadness_sm,ci_upper_sadness_sm,mean_fl_sadness_sm,ci_lower_surprise_sm,ci_upper_surprise_sm,mean_fl_surprise_sm,ci_lower_neutral_sm,ci_upper_neutral_sm,mean_fl_neutral_sm,mean_rel_zeit_s
1,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.23192984938997,0.311534227251038,0.039802188930534,-0.551965170326798,0.00479708188303425,-0.273584044221882,-0.0667155117612384,0.695078815171024,0.314181651704893,-0.326352904957746,0.256709804082432,-0.0348215504376572,-0.225875575519866,0.317196039434765,0.0456602319574493,0.0396637594621164,0.707900897638042,0.373782328550079,-0.178029899183843,0.309313431083066,0.0656417659496115,294
2,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.242933995727894,0.325542614296793,0.0413043092844493,-0.548633242126024,0.00032443059645339,-0.274154405764785,-0.0479220761739582,0.62756915594705,0.289823539886546,-0.254448645774653,0.30030438645099,0.0229278703381688,-0.178531576341856,0.433926160939343,0.127697292298743,-0.00313234295933255,0.600667077985,0.298767367512834,-0.198211987093621,0.312317839404371,0.0570529261553749,294.116413589744
3,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.153653718577988,0.403309363919864,0.124827822670938,-0.467031657811475,0.0661881458684676,-0.200421755971504,-0.0658495657288995,0.494668150721638,0.214409292496369,-0.189666798375144,0.415805623195856,0.113069412410356,-0.19136841432227,0.41843707443758,0.113534330057655,-0.0308915697826549,0.455714946333477,0.212411688275411,-0.250056715679407,0.287504587549461,0.0187239359350266,294.216407128205
4,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.162353043894996,0.379869262997245,0.108758109551124,-0.449267167542845,0.103271549933064,-0.172997808804891,-0.109957429185591,0.429374233677414,0.159708402245911,-0.135324389784209,0.602299447919285,0.233487529067538,-0.159864608936453,0.40690004854853,0.123517719806038,-0.105031306826619,0.332769946123974,0.113869319648677,-0.192291075167852,0.348624424375789,0.0781666746039686,294.300004923077
5,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.203782848146895,0.34933822810639,0.0727776899797476,-0.357075808037121,0.168870117965029,-0.094102845036046,-0.195933989051345,0.272014105022506,0.0380400579855805,-0.161013319371758,0.632703803731958,0.2358452421801,-0.147538858428802,0.355230071876769,0.103845606723984,-0.160907899295118,0.282040320765642,0.0605662107352619,-0.15562446597711,0.386178091754472,0.115276812888681,294.399997487179
6,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.295686970111349,0.18090876088782,-0.0573891046117644,-0.326790487431126,0.213082720482268,-0.0568538834744293,-0.199156376895716,0.235206280004924,0.0180249515546038,-0.264344919591355,0.380512744118686,0.0580839122636652,-0.0674861501658201,0.443327983842063,0.187920916838121,-0.174911424820778,0.287799429895684,0.0564440025374531,-0.11185143248176,0.410468730569089,0.149308649043665,294.516153846154
7,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.347315343151598,0.195057393359608,-0.0761289748959949,-0.258912162222055,0.317595469040685,0.0293416534093149,-0.160318591559851,0.299159263644858,0.0694203360425038,-0.339651644281988,0.143055616635959,-0.0982980138230146,-0.0177438779938425,0.498387583571478,0.240321852788818,-0.132913569298804,0.36616955929535,0.116627994998274,-0.153481865873492,0.318582773200074,0.082550453663291,294.61615724359
8,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.47941406512186,0.0613472675410151,-0.209033398790423,-0.179485120241994,0.49228700746553,0.156400943611768,-0.114595021193409,0.441170360867487,0.163287669837039,-0.34171581710067,0.482746108607635,0.0705151457534829,-0.00316193817424827,0.553286674233611,0.275062368029681,-0.112712816828079,0.409651708182439,0.14846944567718,-0.263661464119661,0.217487469681939,-0.0230869972188609,294.716407282051
9,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.485261911936499,0.0999049400764219,-0.192678485930038,-0.116189439751724,0.625682090957329,0.254746325602802,-0.132162704801747,0.470158480061872,0.168997887630063,-0.314580187693817,0.312775504643256,-0.000902341525280381,0.0259124667182824,0.628907508108012,0.327409987413147,-0.157214886911519,0.37508032875001,0.108932720919245,-0.357670690523595,0.145444032906846,-0.106113328808375,294.800004923077
10,-0.0767484349475149,0.230594588793669,0.0769230769230769,-0.359564162878008,0.135882406096727,-0.111840878390641,-0.12096400341099,0.625524494896891,0.25228024574295,-0.168198234507832,0.442598082500338,0.137199923996253,-0.336249724965621,0.112803855470694,-0.111722934747463,-0.00268285700082254,0.593370841262582,0.29534399213088,-0.185888757975338,0.329310269615321,0.0717107558199918,-0.345426690062602,0.150489077592188,-0.0974688062352067,294.899997641026
