slice,ci_lower_diskomfort,ci_upper_diskomfort,mean_diskomfort,ci_lower_anger_sm,ci_upper_anger_sm,mean_fl_anger_sm,ci_lower_disgust_sm,ci_upper_disgust_sm,mean_fl_disgust_sm,ci_lower_fear_sm,ci_upper_fear_sm,mean_fl_fear_sm,ci_lower_happiness_sm,ci_upper_happiness_sm,mean_fl_happiness_sm,ci_lower_sadness_sm,ci_upper_sadness_sm,mean_fl_sadness_sm,ci_lower_surprise_sm,ci_upper_surprise_sm,mean_fl_surprise_sm,ci_lower_neutral_sm,ci_upper_neutral_sm,mean_fl_neutral_sm,mean_rel_zeit_s
1,-0.322343426779562,0.968497272933409,0.323076923076923,0.191390246508099,0.89268145614763,0.542035851327865,-0.365328045614868,0.203847781142047,-0.0807401322364101,-0.476315363942516,0.0206687126779219,-0.227823325632297,-0.348782508948978,0.190511231395655,-0.0791356387766615,-0.113715522039475,0.418270722440119,0.152277600200322,0.00993917656377162,0.967019056149465,0.488479116356618,-0.0336013479324214,0.835173677014948,0.400786164541263,48.0000001538462
2,-0.322343426779562,0.968497272933409,0.323076923076923,0.0128623177970559,0.786629155130645,0.399745736463851,-0.343574319248974,0.211329292893885,-0.0661225131775448,-0.438945419987597,0.159660685358228,-0.139642367314685,-0.393440754680717,0.124782452059579,-0.134329151310569,-0.116857440179964,0.417624017711175,0.150383288765605,0.0435536390207902,0.924326249302003,0.483939944161396,-0.15256167896571,0.667072418944731,0.25725536998951,48.1002566666667
3,-0.322343426779562,0.968497272933409,0.323076923076923,-0.0861828024363533,0.660536147192973,0.28717667237831,-0.262644487739782,0.289964718197657,0.0136601152289375,-0.429062039314288,0.16215766791566,-0.133452185699314,-0.471792027833758,0.83978068826064,0.183994330213441,-0.144634173368659,0.368276785606441,0.111821306118891,-0.0378875515791546,0.643090300803669,0.302601374612257,-0.272472299763457,0.371769411573003,0.0496485559047727,48.2002566666667
4,-0.322343426779562,0.968497272933409,0.323076923076923,-0.117023437771785,0.344708372024364,0.11384246712629,-0.218773984459015,0.387660011308542,0.0844430134247631,-0.440675791980687,0.139805731386956,-0.150435030296865,-0.370438056186696,0.59063704436065,0.110099494086977,-0.193697512398947,0.311048624833351,0.0586755562172023,-0.0421309152866821,0.666211277176283,0.312040180944801,-0.255205936446244,0.390297347527992,0.0675457055408743,48.3002565128205
5,-0.322343426779562,0.968497272933409,0.323076923076923,-0.162868539129201,0.29714044581598,0.0671359533433893,-0.185430917490002,0.446993924287739,0.130781503398868,-0.417152589959932,0.204092405250506,-0.106530092354713,-0.310828294480992,0.324081314921561,0.00662651022028474,-0.225866293784942,0.273997758265621,0.0240657322403394,-0.0572656007490993,0.654646799778457,0.298690599514679,-0.201911463265672,0.406569509954783,0.102329023344556,48.4002567692308
6,-0.322343426779562,0.968497272933409,0.323076923076923,-0.161398179529243,0.294083012114372,0.0663424162925646,-0.213658590104603,0.394599147781867,0.0904702788386321,-0.355891275537826,0.257301318677499,-0.0492949784301634,-0.282626215331264,0.124808328158118,-0.0789089435865728,-0.285367004314614,0.189012316213575,-0.0481773440505193,-0.00452902034022916,0.67544765082179,0.33545931524078,-0.134072936418486,0.799699934244119,0.332813498912816,48.5002567179487
7,-0.322343426779562,0.968497272933409,0.323076923076923,-0.170839483811453,0.282230660423132,0.0556955883058393,-0.188221308836474,0.363957543481883,0.0878681173227045,-0.312883155464623,0.360007526606077,0.023562185570727,-0.298509002977673,0.0213088670039228,-0.138600067986875,-0.240322083381911,0.29864938976604,0.0291636531920643,-0.0393247407394148,0.596919896907483,0.278797578084034,-0.082919232609929,0.509944333040464,0.213512550215267,48.6002565641026
8,-0.322343426779562,0.968497272933409,0.323076923076923,-0.183316998087041,0.259732990303361,0.0382079961081602,-0.164989527614798,0.350182262544376,0.0925963674647888,-0.328960860551214,0.357235112658203,0.0141371260534946,-0.308366017452278,0.0154292707403007,-0.146468373355988,-0.263157828519422,0.290968355235572,0.0139052633580747,-0.0538601459352145,0.555655475786607,0.250897664925696,-0.140877047713805,0.371481421634295,0.115302186960245,48.7002566153846
9,-0.322343426779562,0.968497272933409,0.323076923076923,-0.145253922795335,0.269819080457868,0.0622825788312664,-0.158712558687086,0.352064862950679,0.0966761521317967,-0.339056609824928,0.24980892466908,-0.0446238425779241,-0.297931487437419,0.0454711144082511,-0.126230186514584,-0.256267082214832,0.285310219568152,0.0145215686766598,-0.0838932565545353,0.453732896868656,0.18491982015706,-0.176021735148974,0.305863790662724,0.0649210277568747,48.8002567179487
10,-0.322343426779562,0.968497272933409,0.323076923076923,-0.155533556731575,0.258884621094302,0.0516755321813633,-0.156263796047244,0.357993839891081,0.100865021921918,-0.360115008885026,0.119851719909362,-0.120131644487832,-0.326104061806577,0.00856377459968837,-0.158770143603444,-0.243026540273972,0.270560907108345,0.0137671834171861,-0.112378494251925,0.376228451847034,0.131924978797555,-0.141463221269396,0.357909589064352,0.108223183897478,48.9002565128205
