slice,ci_lower_diskomfort,ci_upper_diskomfort,mean_diskomfort,ci_lower_anger_sm,ci_upper_anger_sm,mean_fl_anger_sm,ci_lower_disgust_sm,ci_upper_disgust_sm,mean_fl_disgust_sm,ci_lower_fear_sm,ci_upper_fear_sm,mean_fl_fear_sm,ci_lower_happiness_sm,ci_upper_happiness_sm,mean_fl_happiness_sm,ci_lower_sadness_sm,ci_upper_sadness_sm,mean_fl_sadness_sm,ci_lower_surprise_sm,ci_upper_surprise_sm,mean_fl_surprise_sm,ci_lower_neutral_sm,ci_upper_neutral_sm,mean_fl_neutral_sm,mean_rel_zeit_s
1,-1.3487251643263,4.841032856634,1.74615384615385,-0.142014250125143,0.591664776143466,0.224825263009162,-0.305490063561848,0.298782436454331,-0.00335381355375838,-0.517546140887865,-0.184747129501397,-0.351146635194631,-0.330912749837712,0.175750195242651,-0.0775812772975303,-0.119287088545717,0.373322187902119,0.127017549678201,-0.303909709813469,0.498907429738896,0.0974988599627137,0.0756824529371989,0.596451862986297,0.336067157961748,498
2,-1.33145138569201,4.86991292415355,1.76923076923077,-0.0356484716065082,0.683369359177303,0.323860443785397,-0.344529642863786,0.167432731611604,-0.088548455626091,-0.547998610136285,-0.203288360084222,-0.375643485110254,-0.359894631683447,0.0304344241153974,-0.164730103784025,-0.0743268541159053,0.431366795800661,0.178519970842378,-0.338957434144357,0.311073597773396,-0.0139419181854805,0.0777951368513251,0.639694686121543,0.358744911486434,498.116413589744
3,-1.33145138569201,4.86991292415355,1.76923076923077,-0.0371731046192648,0.644372759919255,0.303599827649995,-0.35136786857389,0.132437954763345,-0.109464956905272,-0.508504354112385,-0.113496496615982,-0.311000425364184,-0.355086369729678,0.0102585902483955,-0.172413889740641,-0.136560355355623,0.399393320942642,0.13141648279351,-0.348328035930915,0.234328392920576,-0.0569998215051697,0.079970093588409,0.663163378054471,0.37156673582144,498.216407282051
4,-1.33145138569201,4.86991292415355,1.76923076923077,-0.021985691827771,0.602841589734577,0.290427948953403,-0.340774037600949,0.110219992870571,-0.115277022365189,-0.506754555652458,-0.0629189140065908,-0.284836734829524,-0.345188368782598,0.00149625377550016,-0.171846057503549,-0.158989007580451,0.439631396685363,0.140321194552456,-0.373462808509725,0.176393483579618,-0.0985346624650538,0.0578193352036408,0.618703490764872,0.338261412984257,498.300004923077
5,-1.34579928164474,4.84579928164474,1.75,-0.0643095531145318,0.482093204425032,0.20889182565525,-0.286432185276932,0.145562030542607,-0.0704350773671621,-0.52630305399852,-0.0926810617432438,-0.309492057870882,-0.292907037793557,0.0438937448255555,-0.124506646484001,-0.177006264005151,0.494441043229996,0.158717389612423,-0.374936496831222,0.145287064978777,-0.114824715926222,0.00108662222456219,0.532126331762007,0.266606476993284,498.399997602564
6,-1.45000171203996,4.70128376332201,1.62564102564103,-0.106543349319009,0.476274048759363,0.184865349720177,-0.269888043528951,0.172116942827916,-0.0488855503505176,-0.542911879895671,-0.150932426116115,-0.346922153005893,-0.254147945664156,0.125316655759784,-0.064415644952186,-0.132223191737317,0.543687740661676,0.20573227446218,-0.380384813780408,0.0897371530630911,-0.145323830358659,-0.0123443913280882,0.503435234697264,0.245545421684588,498.51641025641
7,-1.5349686989503,4.61189177587337,1.53846153846154,-0.162876862720993,0.435246204925621,0.136184671102314,-0.278611608781582,0.187723218935831,-0.0454441949228756,-0.539154283197979,-0.196948343891682,-0.36805131354483,-0.244460771908509,0.156500007857752,-0.0439803820253783,-0.129230363298335,0.5173981898835,0.194083913292583,-0.36114605564624,0.10097692737735,-0.130084564134445,-0.0349625784457507,0.497115549423464,0.231076485488857,498.616157205128
8,-1.5349686989503,4.61189177587337,1.53846153846154,-0.198604303817888,0.294331766093349,0.0478637311377304,-0.327218335067596,0.147874845199591,-0.0896717449340023,-0.539588087270485,-0.19175628418915,-0.365672185729818,-0.279797584234983,0.0807716651129963,-0.0995129595609934,-0.101004100601614,0.514772917599011,0.206884408498699,-0.343126706261602,0.14102363973294,-0.101051533264331,-0.00460077358817028,0.513128394945774,0.254263810678802,498.716150653846
9,-1.5349686989503,4.61189177587337,1.53846153846154,-0.188946779904795,0.273540186965067,0.0422967035301359,-0.364625754102702,0.0928842895118775,-0.135870732295412,-0.543993817213391,-0.1869267868316,-0.365460302022496,-0.257845233208182,0.0575729886388511,-0.100136122284665,-0.118964579172703,0.49186911291727,0.186452266872284,-0.294181213152325,0.222681275288195,-0.0357499689320654,-0.0325034874725923,0.476333021125631,0.221914766826519,498.800004923077
10,-1.5349686989503,4.61189177587337,1.53846153846154,-0.189543084168388,0.260408685789684,0.0354328008106477,-0.36937290363743,0.0823646727127404,-0.143504115462345,-0.523832976296483,-0.160949572407747,-0.342391274352115,-0.27520986136171,0.0561366827487161,-0.109536589306497,-0.138807408269554,0.45739339725254,0.159292994491493,-0.25689074956915,0.267071316944704,0.00509028368777666,-0.0879652200166425,0.481595639205892,0.196815209594625,498.899997641026
