slice,ci_lower_diskomfort,ci_upper_diskomfort,mean_diskomfort,ci_lower_anger_sm,ci_upper_anger_sm,mean_fl_anger_sm,ci_lower_disgust_sm,ci_upper_disgust_sm,mean_fl_disgust_sm,ci_lower_fear_sm,ci_upper_fear_sm,mean_fl_fear_sm,ci_lower_happiness_sm,ci_upper_happiness_sm,mean_fl_happiness_sm,ci_lower_sadness_sm,ci_upper_sadness_sm,mean_fl_sadness_sm,ci_lower_surprise_sm,ci_upper_surprise_sm,mean_fl_surprise_sm,ci_lower_neutral_sm,ci_upper_neutral_sm,mean_fl_neutral_sm,mean_rel_zeit_s
1,-1.5349686989503,4.61189177587337,1.53846153846154,-0.157948765678349,0.278618956832187,0.0603350955769191,-0.226207236520471,0.33899303198812,0.0563928977338244,-0.309706358472752,0.0759647665420953,-0.116870795965328,-0.305018082924531,0.0419003674133792,-0.131558857755576,-0.200082999897646,0.34113757745319,0.070527288777772,-0.291458721513547,0.319878752280641,0.0142100153835473,-0.268389036030765,0.316120826250337,0.023865895109786,428
2,-1.5349686989503,4.61189177587337,1.53846153846154,-0.063134239801355,0.566293900469191,0.251579830333918,-0.124944687430099,0.495033515675707,0.185044414122804,-0.289357248890046,0.324306270826626,0.0174745109682901,-0.282890578382562,0.128615714168205,-0.0771374321071786,-0.220338549841097,0.295342809563064,0.0375021298609834,-0.311233084444247,0.329037314886215,0.00890211522098413,-0.291516990106865,0.28445165099326,-0.00353266955680244,428.116157205128
3,-1.5349686989503,4.61189177587337,1.53846153846154,0.0846430649707218,0.704292484665616,0.394467774818169,-0.0857215843918857,0.45901051401999,0.186644464814052,-0.25292662293188,0.206202537297539,-0.0233620428171705,-0.26243204907638,0.232752217479169,-0.0148399157986058,-0.217279939526783,0.295078126677628,0.0388990935754225,-0.291713452156951,0.326772881049735,0.0175297144463918,-0.307437776585187,0.261795549581852,-0.0228211135016678,428.215895538462
4,-1.5349686989503,4.61189177587337,1.53846153846154,0.0631944769619287,0.714184431337559,0.388689454149744,-0.0770919178666426,0.493435895660642,0.208171988897,-0.263759108476988,0.150045722040839,-0.0568566932180746,-0.230146651333374,0.301976257423417,0.0359148030450214,-0.262177657356618,0.233834420772384,-0.0141716182921171,-0.264640092976018,0.349686237843806,0.0425230724338943,-0.32363694870918,0.216972065844171,-0.0533324414325042,428.299749410256
5,-1.5349686989503,4.61189177587337,1.53846153846154,-0.00208041159821231,0.635436415493068,0.316678001947428,-0.0868473449937736,0.479558267655305,0.196355461330766,-0.284457151586068,0.124600608141585,-0.0799282717222415,-0.255795844680808,0.398569286131435,0.0713867207253132,-0.292267461634161,0.172622986387469,-0.059822237623346,-0.240142759578472,0.349562432403849,0.0547098364126884,-0.358372600866314,0.159803943344347,-0.0992843287609835,428.399997487179
6,-1.5349686989503,4.61189177587337,1.53846153846154,-0.15456555317412,0.444829162650074,0.145131804737977,-0.104931683069001,0.502884314610938,0.198976315770969,-0.327104583922185,0.0652529349391285,-0.130925824491528,-0.277227402373585,0.350056489098136,0.0364145433622755,-0.324547896736151,0.124829800900965,-0.0998590479175926,-0.246334684168861,0.286690934684854,0.0201781252579967,-0.371622881140029,0.138307111147385,-0.116657884996322,428.516153846154
7,-1.5349686989503,4.61189177587337,1.53846153846154,-0.178119693620986,0.30106564981618,0.061472978097597,-0.0895955307769441,0.504458567045371,0.207431518134213,-0.347438130986859,0.0241826556243988,-0.16162773768123,-0.287801633259002,0.237649424680396,-0.0250761042893031,-0.309453577587108,0.18535384906698,-0.0620498642600637,-0.259742557978382,0.254350723872533,-0.00269591705292453,-0.428742351617369,0.0913527965459848,-0.168694777535692,428.616157358974
8,-1.5349686989503,4.61189177587337,1.53846153846154,-0.173664403446193,0.230877364778566,0.0286064806661866,-0.048945629237773,0.496042423281834,0.223548397022031,-0.341224322827297,0.0366588341145865,-0.152282744356355,-0.284242889825751,0.043468098128842,-0.120387395848454,-0.333841475440316,0.185527590336994,-0.0741569425516612,-0.258817109949143,0.239089282620055,-0.00986391366454384,-0.438168770365098,0.103565808777073,-0.167301480794012,428.716407128205
9,-1.5349686989503,4.61189177587337,1.53846153846154,-0.209868399718987,0.157579734334001,-0.0261443326924927,-0.0480342787651872,0.518144270817553,0.235054996026183,-0.36470753352213,0.0665698761940722,-0.149068828664029,-0.301407252397666,-0.0241699880092249,-0.162788620203446,-0.319587958121898,0.194299005259953,-0.0626444764309726,-0.230301824724611,0.257301211395386,0.0134996933353872,-0.456920631679965,0.102936931678939,-0.176991850000513,428.800004923077
10,-1.5349686989503,4.61189177587337,1.53846153846154,-0.238209834879664,0.196878683618533,-0.0206655756305654,0.0233666971511921,0.615759094095933,0.319562895623562,-0.367926726290629,0.0238885134249594,-0.172019106432835,-0.252309432011826,0.160694646989967,-0.0458073925109296,-0.288436515831636,0.1805255789828,-0.0539554684244182,-0.231087187938776,0.210030976234467,-0.0105281058521541,-0.429642705150432,0.108582115328953,-0.16053029491074,428.89999875641
11,-1.5349686989503,4.61189177587337,1.53846153846154,-0.252809943087775,0.144902229386468,-0.0539538568506536,0.065026786647477,0.657520363777484,0.36127357521248,-0.39586071143607,0.0206849637702266,-0.187587873832922,-0.258564205310836,0.210715392315313,-0.0239244064977614,-0.28008497660988,0.16362542348561,-0.058229776562135,-0.274828649316592,0.19262024799389,-0.0411042006613509,-0.35779584365331,0.149716633151798,-0.104039605250756,429.015897435898
